iter	Logloss
0	0.6696661722
1	0.6472548959
2	0.6253850107
3	0.6014597845
4	0.5813484045
5	0.5571379812
6	0.5344851932
7	0.5175868239
8	0.4999496602
9	0.478911862
10	0.4634393332
11	0.4439108823
12	0.4269531315
13	0.4122989767
14	0.3949204887
15	0.3816202168
16	0.3670852998
17	0.3542113469
18	0.339322928
19	0.3275200835
20	0.3152984068
21	0.3039855379
22	0.2912869979
23	0.2816637056
24	0.2714653182
25	0.2626823987
26	0.2518046149
27	0.2423351871
28	0.2330692863
29	0.224331717
30	0.217465263
31	0.2085929229
32	0.2026081698
33	0.197218353
34	0.1914879322
35	0.1846076664
36	0.1796267263
37	0.1724367802
38	0.1673819811
39	0.1623377829
40	0.1568235287
41	0.1511566972
42	0.1463835283
43	0.1424264642
44	0.1380576134
45	0.1347253029
46	0.1301861929
47	0.1251788473
48	0.1219376419
49	0.1172899736
50	0.1134930497
51	0.1092565452
52	0.1056783899
53	0.1030882615
54	0.100115814
55	0.09721008282
56	0.09378867018
57	0.09141914418
58	0.08885307164
59	0.08562794611
60	0.08256251702
61	0.08059765634
62	0.07787752493
63	0.07598602551
64	0.07405897324
65	0.07229581316
66	0.07013046253
67	0.06850634955
68	0.06640640724
69	0.06468342426
70	0.06329728764
71	0.06113481034
72	0.0597393227
73	0.05775535706
74	0.05606429217
75	0.0548243651
76	0.05377913801
77	0.05199958747
78	0.05076530076
79	0.04910504513
80	0.04751005945
81	0.0465409796
82	0.04526936455
83	0.04400599617
84	0.04276404833
85	0.04177060368
86	0.0409993337
87	0.03971828711
88	0.0389970737
89	0.0378170145
90	0.03683786497
91	0.03571418424
92	0.03513920588
93	0.0343855782
94	0.03362970014
95	0.03270882195
96	0.03223157144
97	0.03139811336
98	0.03047566798
99	0.03008003584
100	0.02922887082
101	0.02860256199
102	0.02778116293
103	0.02710266785
104	0.02657873208
105	0.0261456073
106	0.02577460198
107	0.02505358594
108	0.0246575478
109	0.02429811039
110	0.02375190999
111	0.02312716387
112	0.02251295106
113	0.02223385371
114	0.02176753112
115	0.02118502122
116	0.0206222288
117	0.02023730671
118	0.01994471744
119	0.01955432677
120	0.01921484825
121	0.01871797745
122	0.0184232602
123	0.01810665477
124	0.01788082511
125	0.01765423253
126	0.01740960974
127	0.01697186236
128	0.01670798912
129	0.01629285856
130	0.01610963853
131	0.01589657638
132	0.01564679715
133	0.01539949264
134	0.01504293074
135	0.01487688356
136	0.01451977219
137	0.01435468952
138	0.01413023451
139	0.01397684635
140	0.01386244401
141	0.01359814415
142	0.0132805972
143	0.01306602326
144	0.0128693158
145	0.01271066818
146	0.01242007321
147	0.01229090598
148	0.01213034637
149	0.01198525597
150	0.01176930807
151	0.01165335693
152	0.01144579778
153	0.01131540713
154	0.0111583391
155	0.01097867851
156	0.01085154705
157	0.01070899998
158	0.01055717395
159	0.01043513267
160	0.01030539754
161	0.01022504873
162	0.01011875711
163	0.009954001417
164	0.009801893533
165	0.009696717081
166	0.009494023057
167	0.009393458015
168	0.009254261367
169	0.009141666315
170	0.00903898953
171	0.008911525674
172	0.008770051693
173	0.008670316414
174	0.008600011634
175	0.008465854603
176	0.008297147564
177	0.008180674974
178	0.00807928632
179	0.007988023089
180	0.007907990876
181	0.007820675476
182	0.007773541509
183	0.007688245734
184	0.007573579109
185	0.007514515674
186	0.007417689928
187	0.007340364064
188	0.007275931699
189	0.00720805023
190	0.00713427279
191	0.007081852387
192	0.00699926908
193	0.006899524829
194	0.006830479537
195	0.006734668861
196	0.006640994783
197	0.006586252508
198	0.006519702191
199	0.006454872697
200	0.00640210141
201	0.006359435449
202	0.006306711002
203	0.006254850605
204	0.006217528291
205	0.006157967201
206	0.006103120472
207	0.006058061631
208	0.006011941955
209	0.005963324738
210	0.005895861964
211	0.005829155289
212	0.005785134791
213	0.005743333372
214	0.005694677234
215	0.005641035611
216	0.005568807034
217	0.005544067722
218	0.005474091197
219	0.005430112904
220	0.005389569265
221	0.005357188134
222	0.005316008977
223	0.005250534872
224	0.005215956926
225	0.005172018407
226	0.005086915081
227	0.005025488504
228	0.004998722293
229	0.004945534595
230	0.004906852727
231	0.004853980655
232	0.004796553108
233	0.004757602479
234	0.004728189255
235	0.004653299937
236	0.004620823613
237	0.004583689847
238	0.004532546729
239	0.004487499562
240	0.004459192807
241	0.004430479976
242	0.004380850586
243	0.004332250521
244	0.004284462901
245	0.004256130566
246	0.004213843834
247	0.004197817324
248	0.004156979976
249	0.0041119851
250	0.004094123822
251	0.004068797801
252	0.004047933382
253	0.004014771763
254	0.004000907826
255	0.003987006919
256	0.003968397762
257	0.003948427069
258	0.003911746987
259	0.003887711523
260	0.003874055937
261	0.003857740403
262	0.003831399382
263	0.003795750611
264	0.003769509819
265	0.003748736541
266	0.003721667624
267	0.003683917638
268	0.003656234694
269	0.003631556492
270	0.003599078735
271	0.003563572651
272	0.003528306387
273	0.003514938425
274	0.003466243798
275	0.00343248883
276	0.003421931447
277	0.003392469762
278	0.003360872013
279	0.003329939251
280	0.003309506782
281	0.003289436948
282	0.003277781773
283	0.00324689881
284	0.003228489576
285	0.003215366097
286	0.003193237695
287	0.003163625232
288	0.003134538867
289	0.00311522313
290	0.003087891975
291	0.003072737247
292	0.003054999583
293	0.003042003758
294	0.003017997276
295	0.003006936222
296	0.002987721186
297	0.002974898829
298	0.002963541131
299	0.002940072306
300	0.00293429815
301	0.002921561327
302	0.002911159606
303	0.002899344285
304	0.002878699361
305	0.002862498759
306	0.002850864892
307	0.002840284104
308	0.002823846125
309	0.002809185685
310	0.002795317045
311	0.002783039874
312	0.002759349751
313	0.002750859828
314	0.002736252126
315	0.002719984386
316	0.002686768342
317	0.002675289359
318	0.002664948378
319	0.002653195699
320	0.002641604913
321	0.002633217596
322	0.002611662427
323	0.00260169773
324	0.002593115904
325	0.002579133925
326	0.002569520926
327	0.002560040904
328	0.002549183587
329	0.002534744515
330	0.002515018916
331	0.002496963372
332	0.002486239032
333	0.002472089437
334	0.00245939124
335	0.002448371338
336	0.002439137515
337	0.002429809505
338	0.002417533781
339	0.002398622456
340	0.002386551433
341	0.002374894625
342	0.002363057468
343	0.002351155029
344	0.002334715733
345	0.002323149578
346	0.002317870075
347	0.002312005883
348	0.00230166559
349	0.002285898011
350	0.002268661458
351	0.002257563962
352	0.002247124073
353	0.002231024786
354	0.002221887064
355	0.002213874368
356	0.002207542015
357	0.002195132903
358	0.002187754599
359	0.002181288224
360	0.002175122884
361	0.002166350707
362	0.002158507926
363	0.002149323817
364	0.002144085727
365	0.002128687402
366	0.002122314828
367	0.002112657754
368	0.002100078559
369	0.002090488614
370	0.002084476675
371	0.002074557265
372	0.002064946231
373	0.002061422346
374	0.00205261
375	0.002043656653
376	0.002034903141
377	0.002020646607
378	0.00201283467
379	0.002008787668
380	0.002001771724
381	0.001988085762
382	0.001979742823
383	0.001973842499
384	0.001968830739
385	0.001964527728
386	0.001956661136
387	0.001951230368
388	0.001943100144
389	0.001937375518
390	0.001930126711
391	0.001921983985
392	0.001915521788
393	0.001910056511
394	0.001904456025
395	0.001897794737
396	0.001884721194
397	0.00187858666
398	0.001872270075
399	0.001865757751
400	0.001857939295
401	0.001845871098
402	0.001842174987
403	0.001834863481
404	0.001825242249
405	0.001818440414
406	0.00181212164
407	0.001806646764
408	0.001799071191
409	0.001792018715
410	0.001784831398
411	0.001780689879
412	0.001775464575
413	0.001772072194
414	0.001769019112
415	0.001759143392
416	0.001748100441
417	0.001741615133
418	0.001735519362
419	0.001730105258
420	0.001726906994
421	0.001716156578
422	0.001708834135
423	0.001706261207
424	0.001699229591
425	0.001689762502
426	0.001685026927
427	0.001674809543
428	0.001670405432
429	0.0016659184
430	0.001659620847
431	0.001652841698
432	0.001644898223
433	0.001641720038
434	0.00163562614
435	0.001629587821
436	0.001626672612
437	0.001617734089
438	0.001612975184
439	0.001609602738
440	0.001605167794
441	0.00160008683
442	0.001594423209
443	0.001586520425
444	0.001583285567
445	0.001577827816
446	0.001574016897
447	0.001571164417
448	0.001567662597
449	0.001563198324
450	0.001556092002
451	0.001542162526
452	0.001536644858
453	0.001531530579
454	0.001529460408
455	0.001524074241
456	0.00152161585
457	0.001516690583
458	0.001511549192
459	0.001503079515
460	0.001494681572
461	0.001490659416
462	0.001488170521
463	0.001484900742
464	0.001480266255
465	0.001472092977
466	0.001463960272
467	0.001459807771
468	0.001457770151
469	0.001453517905
470	0.001448747998
471	0.001444571477
472	0.001441091167
473	0.001436273686
474	0.001432866144
475	0.001425461942
476	0.001420998176
477	0.001416818497
478	0.001409484461
479	0.001404605361
480	0.001401673288
481	0.001397320538
482	0.001394964372
483	0.001390556703
484	0.001386086676
485	0.001381226703
486	0.00137879567
487	0.001375559087
488	0.001372194427
489	0.001368917711
490	0.001365098304
491	0.001360515732
492	0.001357867409
493	0.001356545574
494	0.001349536488
495	0.001346258665
496	0.001339264405
497	0.001336246911
498	0.00133290094
499	0.001327094907
500	0.001323763524
501	0.001316972218
502	0.001313934894
503	0.001311442346
504	0.001309528729
505	0.001305270068
506	0.001301898382
507	0.001299437963
508	0.001296619191
509	0.001294021244
510	0.001289087309
511	0.001286299116
512	0.001282426084
513	0.001278954667
514	0.001276763562
515	0.001272955281
516	0.001266392124
517	0.001262664639
518	0.001259821922
519	0.001256611361
520	0.001252898575
521	0.001249319212
522	0.001246370137
523	0.001242935364
524	0.001239214689
525	0.001236895158
526	0.001233279623
527	0.001227307775
528	0.001225379267
529	0.001222833125
530	0.001219255268
531	0.001213433842
532	0.00121060107
533	0.001205032951
534	0.00120160064
535	0.001199653623
536	0.001197217705
537	0.001193917748
538	0.00119040744
539	0.001187149878
540	0.001184820969
541	0.001180928494
542	0.001178305485
543	0.001174709805
544	0.001169253636
545	0.001167330593
546	0.001165332655
547	0.001162517637
548	0.001160426866
549	0.001157711694
550	0.001155385884
551	0.001152910756
552	0.001150009246
553	0.00114771129
554	0.00114533796
555	0.001142280475
556	0.001140948316
557	0.00113855306
558	0.001136232721
559	0.001133398054
560	0.001130833989
561	0.00112926265
562	0.001124524761
563	0.001122689443
564	0.001119861219
565	0.001117950043
566	0.001116156772
567	0.001113294855
568	0.00111033475
569	0.001108439801
570	0.001107050854
571	0.001104196141
572	0.001102610373
573	0.001099419759
574	0.001097476243
575	0.001094612837
576	0.001091939984
577	0.001089072826
578	0.001086215568
579	0.001084293654
580	0.001082023645
581	0.001079268823
582	0.001077509841
583	0.001075092254
584	0.00107231654
585	0.001070096198
586	0.001068370568
587	0.001066088353
588	0.001064136727
589	0.001062270482
590	0.001057661624
591	0.001055529803
592	0.001053883179
593	0.001051231947
594	0.001048227894
595	0.001045750915
596	0.001043959022
597	0.001042062086
598	0.001039735832
599	0.001037986109
600	0.001035750742
601	0.001033598983
602	0.001031720647
603	0.00102978071
604	0.001027316132
605	0.00102494706
606	0.001023419729
607	0.001021312127
608	0.00101796087
609	0.00101546374
610	0.001014351415
611	0.001011855687
612	0.001009552224
613	0.001007995689
614	0.001006029738
615	0.001004536523
616	0.001002784329
617	0.001001284458
618	0.0009990631666
619	0.0009970117956
620	0.000995656438
621	0.0009932087249
622	0.0009890891294
623	0.000986695208
624	0.0009849498038
625	0.0009828723026
626	0.0009811726611
627	0.0009798953162
628	0.0009779702104
629	0.0009757518107
630	0.0009737055109
631	0.0009708145457
632	0.0009697902032
633	0.0009676502984
634	0.0009655195379
635	0.0009628771435
636	0.0009607343559
637	0.0009585765113
638	0.000956339899
639	0.0009546932345
640	0.0009524166813
641	0.0009503431573
642	0.0009486345404
643	0.0009458690936
